pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_MITOTIC_SPINDLE,3.8199572960404633e-4,1e-10,0.49849310876659025,0.5517050164840931,1.941973454562406,35,FSCN1;GSN;PREX1;KIF5B;MYH9;CTTN;FLNA;TUBA4A;SPTBN1;DYNC1H1;FLNB;LRPPRC;EPB41;KLC1;MAPRE1;VCL;MARCKS;EZR;SPTAN1;ACTN4,Training_Old,Hallmark,1,270,303,286.5,4.71238898038469,5.288347633542818,5.000368306963754,Mitotic Spindle
HALLMARK_MYC_TARGETS_V1,4.070574595676603e-4,2e-10,0.49849310876659025,0.37809707046863816,1.7144305386271266,128,HPRT1;RPS6;TUFM;RPL22;CCT5;RPL18;RPS2;CCT4;HSPE1;CCT3;PRDX3;PSMD7;SET;RACK1;SNRPD3;RPS10;NME1;PA2G4;FAM120A;MRPS18B;G3BP1;CCT2;ABCE1;RPS3;IMPDH2;RPL6;CCT7;SRSF3;TCP1;RPS5;ETF1;PRDX4;MRPL9;HNRNPR;RPLP0;SSBP1;PSMA4;EIF2S1;PSMC6;SLC25A3;C1QBP;HSP90AB1;PSMC4;HNRNPA3,Training_Old,Hallmark,2,306,339,322.5,5.340707511102648,5.916666164260777,5.6286868376817125,MYC Targets V1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.896709444022504e-4,3e-10,0.5188480777437918,0.5796665124372936,2.0038195264866054,32,KIF5B;HSPA9;RPS14;ERO1A;DNAJA4;HYOU1;HSP90B1;EEF2;EIF4A2;TUBB2A;TARS1;BAG3;BANF1;SEC31A;HSPA5;EIF2S1;DCTN1,Training_Old,Hallmark,3,342,375,358.5,5.969026041820607,6.544984694978735,6.257005368399671,Unfolded Protein Response
GOBP_CYTOPLASMIC_TRANSLATION,6.557965579178507e-14,4e-10,0.9545416307257244,0.5791230643075037,2.5839257273209553,117,RPS15;RPS6;RPL22;RPL24;RPS12;RPS21;RPL37A;RPS3A;SH3BGRL;RPL18;RPS2;RPL10;RPS17;RPSA;RPS19;RPS16;RPS14;RPS18;RPS13;RPL32;RPS4X;DRG2;RACK1;RPS11;RPS25;RPL23A;AKT2;RPL23;RPS10;RPS20;PKM;RPS7;RPS15A;EIF3C;RPLP2;EEF2;RPL11;RPL12;EIF4A2;RPL35;RPS3;EIF2B3;RPL6;RPL19;RPS8;EIF3I;RPS5;EIF3E;RPL7;ETF1;RPS28;RPL17;RPL38;RPL8;RPLP0;RPS9;RPL4;EIF3L;RPL13A;RPL31;SARS1;EIF3K;RPL29;RPL28;RPL13;EIF2B1;EIF3A;EIF2S2;RPL5;YBX1;RPL36,Training_Old,GO:BP,4,378,411,394.5,6.5973445725385655,7.173303225696695,6.885323899117631,Cytoplasmic Translation
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,6.117769673011226e-7,5e-10,0.6594443980379349,0.46794112818623873,2.077152212800908,114,FSCN1;MYBPH;RPS15;LCP1;RPS6;RPL24;CSRP3;MSN;GSN;TUBB;RPSA;RPS19;RPS14;CSRP1;CAPG;CASQ1;UBAP2L;FLNA;MYH11;DYNC1H1;G3BP1;RPL11;NRAP;RPS3;MYL9;ACTA1;RPS5;CAPRIN1;FLNC;RPS28;MAPRE1;WDR1;RPL38;EZR;SQSTM1;ACTN2;EIF2S1;TPM1;TNNT3;FXR1;C1QBP;SBDS;CAPN3;CHMP4B;VPS4B;TMOD4;RPL5;MAPRE3;MYL2;KLHL41;LMOD3,Training_Old,GO:BP,5,414,447,430.5,7.225663103256523,7.801621756414653,7.513642429835588,Membraneless Organelle Assembly
HALLMARK_ADIPOGENESIS,0.00105202093391532,6e-10,0.45505986738722953,-0.37398252990707725,-1.7050152247490464,109,SSPN;MYLK;SLC27A1;GPX3;ATL2;CAVIN2;ACADS;TALDO1;PLIN2;ME1;ITGA7;SOD1;CMBL;UBQLN1;QDPR;COQ9;GPHN;TST;ACAA2;CPT2;HADH;SORBS1;GPD2;IDH1;FABP4;MGST3;ADIPOQ;NMT1,Training_Old,Hallmark,6,450,483,466.5,7.853981633974483,8.429940287132611,8.141960960553547,Adipogenesis
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,1.2811789532883414e-5,7.000000000000001e-10,0.5933254763964051,-0.4074803933672188,-1.9020708550355436,126,ALDH6A1;MPST;GPT2;RIDA;KYAT1;HAGH;ACADS;CPT1B;RBKS;ECHDC2;PLIN5;ACSS2;GPT;OXCT1;GSK3A;QDPR;GLUL;TST;ACAA2;ALDH1L1;GALK1;HADHB;SORD;CPT2;HADH;GSTZ1;GPD2;PARK7;ACAT1;CPT1A;GOT1;SHMT1;ADIPOQ;GNPDA1;TIGAR;MTAP;NUDT3;MPI;ECI1;ACADVL;DCXR;AASDHPPT;ADH5;MCCC1;ETFA;HADHA;PDXP;SULT1A1;BCKDHA;GCSH;NQO2;BLMH;ACAA1;KYAT3;ILVBL;ACADSB,Training_Old,GO:BP,7,486,519,502.5,8.482300164692441,9.05825881785057,8.770279491271506,Small Molecule Catabolism
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,2.7285483623466453e-5,8e-10,0.5756102610711286,-0.4530111368038834,-1.981745281039585,86,ALDH6A1;MPST;GPT2;RIDA;KYAT1;ACADS;CPT1B;ECHDC2;PLIN5;GPT;QDPR;GLUL;TST;ACAA2;ALDH1L1;HADHB;SORD;CPT2;HADH;GSTZ1;ACAT1;CPT1A;GOT1;SHMT1;ADIPOQ;GNPDA1;ECI1;ACADVL;DCXR;AASDHPPT;MCCC1;ETFA;HADHA;BCKDHA;GCSH;BLMH;ACAA1;KYAT3;ILVBL;ACADSB;ALDH5A1,Training_Old,GO:BP,8,522,555,538.5,9.1106186954104,9.68657734856853,9.398598021989464,Organic Acid Catabolism
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,5.949466785735864e-5,9e-10,0.557332238758646,-0.43935820726707586,-1.892333656767276,79,MPST;GSTO1;GSTP1;GPC1;HAGH;STAT5B;GPX1;GLO1;ACSS2;SOD1;SUOX;MAT2A;TST;ACSF2;GSTZ1;ENOPH1;PDHX;IDH1;ACAT1;PANK4;AHCY;OPLAH;MCCC1;GSS;ABHD14B;SULT1A1;BLMH;MTHFD1;ARL6IP5;MCEE;ETHE1;OXSM;DLD;ACSL1;SUCLG2;MPC2;GCDH;COASY;ACOT2;ACSS1;MAT2B;DLAT;SOD2;PDK1,Training_Old,GO:BP,9,558,591,574.5,9.738937226128359,10.314895879286487,10.026916552707423,Sulfur Compound Metabolism
GOBP_LIPID_CATABOLIC_PROCESS,2.970203175239057e-4,1e-9,0.49849310876659025,-0.45179464386188256,-1.8389405072604497,60,ABHD16A;ACADS;CPT1B;PRDX6;ECHDC2;PLIN5;OXCT1;BCO2;SCARB2;ACAA2;HADHB;CPT2;HADH;IDH1;ACAT1;CPT1A;ADIPOQ;ECI1;ACADVL;HINT2;ETFA;HADHA;PAFAH2;ACAA1;ILVBL;ASAH1;MCEE,Training_Old,GO:BP,10,594,627,610.5,10.367255756846317,10.943214410004446,10.655235083425382,Lipid Catabolism
